发文时间,用户名,博文,评论数,转发数,点赞数
2020-08-08 13:14:00,白龙江林区检察,#预防未成年人犯罪法修订草案二审#【#预防未成年人犯罪法修订草案二审#  拟加强专门学校建设】十三届全国人大常委会第二十一次会议8日在北京举行，对预防未成年人犯罪法修订草案进行二次审议。预防未成年人犯罪法修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。（中国新闻网）O预防未成年人犯罪法修订草案二审 拟加强专门学校建设 收起全文d,1.0,0.0,1.0
2020-08-08 13:47:00,十堰长安,【#预防未成年人犯罪法修订草案二审#  拟加强专门学校建设】#预防未成年人犯罪法拟不再使用“收容教养”概念##未成年人犯罪不能“一放了之”，可被送入专门学校#预防未成年人犯罪法修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。十三届全国人大常委会第二十一次会议8日在北京举行，对预防未成年人犯罪法修订草案进行二次审议。修订草案二审稿指出，专门教育是国家教育体系的组成部分，是对有严重不良行为的未成年人进行教育和矫治的重要保护处分措施。为进一步畅通有严重不良行为的未成年人进入专门学校接受教育矫治的渠道，修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。2019年10月21日，十三届全国人大常委会第十四次会议对预防未成年人犯罪法修订草案进行了初次审议。现行的预防未成年人犯罪法于1999年颁布实施。2018年，修改预防未成年人犯罪法列入十三届全国人大常委会立法规划，明确由全国人大社会建设委员会牵头起草，与未成年人保护法的修改一并考虑。（记者  张素  梁晓辉） 收起全文d,11.0,0.0,2.0
2020-08-08 14:18:00,深圳特区报,【#预防未成年人犯罪法修订草案二审#  拟加强专门学校建设】#预防未成年人犯罪法拟不再使用“收容教养”概念##未成年人犯罪不能“一放了之”，可被送入专门学校#预防未成年人犯罪法修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。十三届全国人大常委会第二十一次会议8日在北京举行，对预防未成年人犯罪法修订草案进行二次审议。修订草案二审稿指出，专门教育是国家教育体系的组成部分，是对有严重不良行为的未成年人进行教育和矫治的重要保护处分措施。为进一步畅通有严重不良行为的未成年人进入专门学校接受教育矫治的渠道，修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。2019年10月21日，十三届全国人大常委会第十四次会议对预防未成年人犯罪法修订草案进行了初次审议。现行的预防未成年人犯罪法于1999年颁布实施。2018年，修改预防未成年人犯罪法列入十三届全国人大常委会立法规划，明确由全国人大社会建设委员会牵头起草，与未成年人保护法的修改一并考虑。@中国新闻网 收起全文d,1.0,0.0,2.0
2020-08-08 14:54:00,哈尔滨政法,【#预防未成年人犯罪法修订草案二审#  拟加强专门学校建设】#预防未成年人犯罪法拟不再使用“收容教养”概念##未成年人犯罪不能“一放了之”，可被送入专门学校#预防未成年人犯罪法修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。十三届全国人大常委会第二十一次会议8日在北京举行，对预防未成年人犯罪法修订草案进行二次审议。修订草案二审稿指出，专门教育是国家教育体系的组成部分，是对有严重不良行为的未成年人进行教育和矫治的重要保护处分措施。为进一步畅通有严重不良行为的未成年人进入专门学校接受教育矫治的渠道，修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。2019年10月21日，十三届全国人大常委会第十四次会议对预防未成年人犯罪法修订草案进行了初次审议。现行的预防未成年人犯罪法于1999年颁布实施。2018年，修改预防未成年人犯罪法列入十三届全国人大常委会立法规划，明确由全国人大社会建设委员会牵头起草，与未成年人保护法的修改一并考虑。（记者  张素  梁晓辉） 收起全文d,0.0,0.0,0.0
2020-08-08 17:17:00,想吃肉的菜包子,在不降低刑事责任年龄情况下，还是要有新途径再教育。,0.0,0.0,0.0
2020-08-08 17:19:00,长江云官方微博,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。L央视新闻的微博视频 收起全文d,2.0,1.0,3.0
2020-08-08 17:38:00,石家庄车驾管在线,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 17:50:00,渭南检察,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,31.0,69.0,54.0
2020-08-08 18:00:00,中国日报,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。@央视新闻  L央视新闻的微博视频 收起全文d,41.0,34.0,273.0
2020-08-08 18:07:00,西海都市报官方微博,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指 ​,0.0,0.0,0.0
2020-08-08 18:13:00,北京商报,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 18:19:00,平安绵阳,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L内江中区公安的微博视频 收起全文d,4.0,0.0,3.0
2020-08-08 18:27:00,安阳论坛,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 18:36:00,福清发布,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 via@央视新闻 收起全文d,0.0,0.0,2.0
2020-08-08 18:43:00,HERMES的小窝,#拟对有严重不良行为未成年人专门教育#【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 18:53:00,大连户口,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。  L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 18:59:00,鄠邑检察,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。#预防未成年人犯罪法修订草案二审# （央视新闻）L央视新闻的微博视频 收起全文d,2.0,0.0,2.0
2020-08-08 19:06:00,温江司法,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,3.0,0.0,1.0
2020-08-08 19:16:00,南昌日报,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。（央视新闻）L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 19:28:00,河南法制报,#拟对有严重不良行为未成年人专门教育#【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 ⑥ 收起全文d,0.0,0.0,0.0
2020-08-08 19:34:00,号外陕西,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。   L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 19:48:00,花萝北咸鱼干,今年是接触饭圈最多的一年，有些粉丝真的魔怔了吧。所谓的“小孩”也到了负刑事责任的年龄了，不会说话就去学，16岁的年纪有点口无遮拦我懂，都是这么过来的，可是公众人物可不是那么好当的，说的话有歧义应该尽快澄清，态度诚恳容易圈粉这个大家都懂吧。真正的理智粉应该是会提醒正主不妥之处，而不是到处说自己是理智粉然后各种道歉推锅给低龄粉和公司。如果你们没法和你们家“小孩”建立沟通渠道，那你还不如我们养纸片人的呢，至少我们和纸片人还有互动，虽然是有选项的互动。 收起全文d,1.0,0.0,0.0
2020-08-08 19:57:00,法制网,#权威发布#【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。#预防未成年人犯罪法修订草案二审# @央视新闻 L央视新闻的微博视频 收起全文d,3.0,7.0,5.0
2020-08-08 20:04:00,滨城时报,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。L央视新闻的微博视频 收起全文d,0.0,0.0,1.0
2020-08-08 20:20:00,阜城电视台567,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育 L阜城电视台567的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 20:37:00,金昌网警巡查执法,#净网2020# 【拟对有严重不良行为未成年人专门教育】        《#中华人民共和国预防未成年人犯罪法（修订草案）#》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育！ L央视新闻的微博视频 收起全文d,0.0,0.0,1.0
2020-08-08 20:48:00,护林员2015,法庭说法【拟对有严重不良行为未成年人专门教育】#平安法治2020# 《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育！L央视新闻的微博视频 收起全文d,0.0,0.0,1.0
2020-08-08 21:02:00,南都周刊,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。修订草案二审稿指出，专门教育是国家教育体系的组成部分，是对有严重不良行为的未成年人进行教育和矫治的重要保护处分措施。为进一步畅通有严重不良行为的未成年人进入专门学校接受教育矫治的渠道，修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。2019年10月21日，十三届全国人大常委会第十四次会议对预防未成年人犯罪法修订草案进行了初次审议。现行的预防未成年人犯罪法于1999年颁布实施。2018年，修改预防未成年人犯罪法列入十三届全国人大常委会立法规划，明确由全国人大社会建设委员会牵头起草，与未成年人保护法的修改一并考虑。（央视新闻、中国新闻网）L央视新闻的微博视频 收起全文d,25.0,19.0,55.0
2020-08-08 21:13:00,武都公安,【拟对有严重不良行为未成年人专门教育】#平安法治2020# 《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育！L央视新闻的微博视频 收起全文d,1.0,0.0,1.0
2020-08-08 21:29:00,公安部刑侦局,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。L央视新闻的微博视频 收起全文d,57.0,14.0,371.0
2020-08-08 21:44:00,成都人防,#国内新闻#【拟对有严重不良行为未成年人专门教育】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 21:55:00,河北共青团,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。@央视新闻 L央视新闻的微博视频 收起全文d,1.0,2.0,0.0
2020-08-08 22:14:00,正义南康,【#拟对有严重不良行为未成年人专门教育#】#预防未成年人犯罪法修订草案二审#宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 （央视新闻） L央视新闻的微博视频 收起全文d,19.0,9.0,22.0
2020-08-08 22:34:00,高淳市场监管,【拟对有严重不良行为未成年人专门教育】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育！L央视新闻的微博视频 收起全文d,2.0,5.0,8.0
2020-08-08 23:05:00,内江经开警方,【拟对有严重不良行为未成年人专门教育】#平安法治2020# 《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育！#预防未成年人犯罪法修订草案二审#L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-08 23:37:00,三门峡市教育局,【拟对有严重不良行为未成年人专门教育】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,1.0,3.0,4.0
2020-08-09 03:40:00,黄巍nn,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。#预防未成年人犯罪法修订草案二审# L央视新闻的微博视频 收起全文d,0.0,0.0,1.0
2020-08-09 07:04:00,四川魏静,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。（央视） L央视新闻的微博视频 #校园# 收起全文d,1.0,1.0,2.0
2020-08-09 07:55:00,明日快1周,#天下万象# 【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-09 08:36:00,山东省人民检察院,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。#预防未成年人犯罪法修订草案二审# （央视新闻）L央视新闻的微博视频 收起全文d,1.0,4.0,4.0
2020-08-09 09:31:00,南丰发布,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。L央视新闻的微博视频 收起全文d,0.0,0.0,0.0
2020-08-09 09:48:00,白石山林检,【#预防未成年人犯罪法修订草案二审#  拟加强专门学校建设】#预防未成年人犯罪法拟不再使用“收容教养”概念##未成年人犯罪不能“一放了之”，可被送入专门学校#预防未成年人犯罪法修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。十三届全国人大常委会第二十一次会议8日在北京举行，对预防未成年人犯罪法修订草案进行二次审议。修订草案二审稿指出，专门教育是国家教育体系的组成部分，是对有严重不良行为的未成年人进行教育和矫治的重要保护处分措施。为进一步畅通有严重不良行为的未成年人进入专门学校接受教育矫治的渠道，修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。2019年10月21日，十三届全国人大常委会第十四次会议对预防未成年人犯罪法修订草案进行了初次审议。现行的预防未成年人犯罪法于1999年颁布实施。2018年，修改预防未成年人犯罪法列入十三届全国人大常委会立法规划，明确由全国人大社会建设委员会牵头起草，与未成年人保护法的修改一并考虑。（记者  张素  梁晓辉） 收起全文d,31.0,0.0,10.0
2020-08-09 10:29:00,达州城管,【拟对有严重不良行为未成年人专门教育】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。L央视新闻的微博视频 收起全文d,0.0,1.0,0.0
2020-08-09 10:55:00,广西普法,【#预防未成年人犯罪法修订草案二审# 拟加强专门学校建设】#预防未成年人犯罪法拟不再使用“收容教养”概念##未成年人犯罪不能“一放了之”，可被送入专门学校#预防未成年人犯罪法修订草案二审稿拟增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。十三届全国人大常委会第二十一次会议8日在北京举行，对预防未成年人犯罪法修订草案进行二次审议。修订草案二审稿指出，专门教育是国家教育体系的组成部分，是对有严重不良行为的未成年人进行教育和矫治的重要保护处分措施。为进一步畅通有严重不良行为的未成年人进入专门学校接受教育矫治的渠道，修订草案二审稿拟增加规定：对有严重不良行为的未成年人，未成年人的父母或者其他监护人、所在学校无力管教或者管教无效的，可以向专门教育指导委员会提出申请，经评估决定后送入专门学校接受专门教育。修订草案二审稿还提出，不再使用“收容教养”这一概念，将有关措施纳入专门教育。对于未成年人有刑法规定的行为、因不满法定刑事责任年龄犯罪不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。2019年10月21日，十三届全国人大常委会第十四次会议对预防未成年人犯罪法修订草案进行了初次审议。现行的预防未成年人犯罪法于1999年颁布实施。2018年，修改预防未成年人犯罪法列入十三届全国人大常委会立法规划，明确由全国人大社会建设委员会牵头起草，与未成年人保护法的修改一并考虑。（记者 张素 梁晓辉） 收起全文d,0.0,0.0,0.0
2020-08-09 11:55:00,新疆平安网,【关注！拟对有严重不良行为未成年人专门教育】#平安2020# 《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚 ​,4.0,5.0,3.0
2020-08-09 13:04:00,华广网--中国华艺广播公司,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。#预防未成年人犯罪法修订草案二审# L央视新闻的微博视频 收起全文d,1.0,0.0,0.0
2020-08-09 14:38:00,陇南徽县银杏树镇,【#拟对有严重不良行为未成年人专门教育#】《中华人民共和国预防未成年人犯罪法（修订草案）》将进行二审审议。宪法和法律委员会经研究，建议增加规定：国家加强专门学校建设，对有严重不良行为的未成年人进行专门教育。未成年人有刑法规定的行为、因不满法定刑事责任年龄不予刑事处罚的，经专门教育指导委员会评估，公安机关可以决定将其送入专门学校接受专门教育。 L央视新闻的微博视频 L央视新闻的微博视频 2陇南·徽县 收起全文d,1.0,4.0,4.0
